USAF	WBAN	STATION NAME	CTRY	ST CALL	LAT	LON	ELEV(M)	BEGIN	END
13830	99999	EVENSTAD-DIH	NO		61.400	11.080	#FIELD!	19730101	20190423
13839	99999	HAMAR / STAFSBERG	NO	ENHA	60.817	11.067	#FIELD!	19870205	19900222
13840	99999	GARDERMOEN	NO	ENGM	60.194	11.100	#FIELD!	19400511	20190423
13850	99999	HAMER	NO		60.817	11.067	#FIELD!	20061024	20190423
13860	99999	HAMAR II	NO		60.800	11.100	#FIELD!	20090701	20190423
13870	99999	FAVANG	NO		61.450	10.183	#FIELD!	20110929	20190423
13890	99999	RENA AP	NO		61.183	11.367	#FIELD!	19730101	20190423
13910	99999	FLISA	NO		60.617	12.017	#FIELD!	19730101	20050331
13920	99999	FLISA II	NO		60.617	12.017	#FIELD!	20050218	20190423
13930	99999	DREVSJO	NO		61.883	12.033	#FIELD!	19730101	20190423
13970	99999	TRYSIL VEGSTASJON	NO		61.300	12.267	#FIELD!	19730101	20190423
14000	99999	EKOFISK	NO		56.550	3.217	#FIELD!	19981223	20190423
14010	99999	FRIGG	NO		59.983	2.250	#FIELD!	20010601	20060718
14030	99999	UTSIRA FYR	NO		59.300	4.867	#FIELD!	19280102	20190423
14033	99999	EKOFISK OIL PLTFRM	NO	ENEK	56.550	3.250	#FIELD!	19810506	20190423
14035	99999	KARMOY	NO		59.350	5.217	#FIELD!	19751101	19840807
14060	99999	SLATTEROY FYR	NO		59.917	5.067	#FIELD!	19730101	20190423
14080	99999	KARMOY	NO	ENHD	59.345	5.208	#FIELD!	19840909	20190423
14090	99999	SKUDENES	NO		59.150	5.250	#FIELD!	20050218	20051028
14110	99999	KVITSOY - NORDBO	NO		59.067	5.417	#FIELD!	20050612	20190423
14120	99999	OBRESTAD	NO		58.650	5.567	#FIELD!	19730101	20190423
14130	99999	SAERHEIM	NO		58.750	5.650	#FIELD!	20110928	20190423
14140	99999	ROVER	NO		59.433	5.067	#FIELD!	19890520	20190423
14150	99999	SOLA	NO	ENZV	58.877	5.638	#FIELD!	19400410	20190423
14160	99999	STAVANGER VAALAND	NO		58.950	5.733	#FIELD!	20080724	20190423
14170	99999	NEDRE VATS	NO		59.483	5.750	#FIELD!	19730103	20190423
14180	99999	AUSTEVOLL	NO		60.017	5.200	#FIELD!	19730101	20190423
14190	99999	LIARVATN	NO		59.050	6.117	#FIELD!	20100702	20190423
14211	99999	INDRE MATRE	NO		59.850	6.000	#FIELD!	20020314	20020314
14220	99999	FISTER SIGMUNDSTAD	NO		59.167	6.033	#FIELD!	20050101	20190423
14230	99999	FISTER-TONNEVIK	NO		59.167	6.050	#FIELD!	19730101	20041231
14240	99999	SAUDA	NO		59.650	6.367	#FIELD!	19730101	20190423
14250	99999	EIK HOVE	NO		58.517	6.517	#FIELD!	19730101	20190423
14260	99999	EIGEROYA	NO		58.433	5.867	#FIELD!	20040425	20190423
14270	99999	LISTA FYR	NO		58.117	6.567	#FIELD!	19280101	20190423
14280	99999	LISTA	NO	ENLI	58.099	6.626	#FIELD!	19730101	20070813
14281	99999	ULA OIL PLATFORM	NO	ENLA	59.111	2.846	#FIELD!	20130806	20190423
14300	99999	MANDAL II	NO		58.017	7.450	#FIELD!	19730101	20190423
14310	99999	SIRDAL-SINNES	NO		58.933	6.917	#FIELD!	20070806	20190423
14320	99999	SIRDAL-TJORHOM	NO		58.883	6.850	#FIELD!	19741114	20100331
14321	99999	FIDJELAND	NO		58.967	6.933	#FIELD!	20070307	20070307
14330	99999	MIDTLAEGER	NO		59.833	6.983	#FIELD!	19730101	20150528
14340	99999	VAAGSLI	NO		59.767	7.367	#FIELD!	20040406	20190423
14350	99999	HAUKELISETER TESTFELT	NO		59.817	7.217	#FIELD!	19850111	20190423
14360	99999	LINDESNES FYR	NO		57.983	7.050	#FIELD!	19730101	20190423
14390	99999	KONSMO-HOYLAND	NO		58.250	7.442	#FIELD!	19730101	20190423
14400	99999	BLASJO	NO		59.333	6.867	#FIELD!	19730101	20190423
14410	99999	HOVDEN-LUNDANE	NO		59.583	7.383	#FIELD!	19830101	20190423
14420	99999	BYGLANDSFJORD	NO		58.667	7.800	#FIELD!	19730101	20190423
14440	99999	VALLE	NO		59.200	7.517	#FIELD!	20110926	20190423
14450	99999	SKAFSA	NO		59.450	8.000	#FIELD!	19730101	19891113
14460	99999	OYFJELL-TROVATN	NO		59.567	8.200	#FIELD!	19830101	20040731
14470	99999	HOYDALSMO II	NO		59.500	8.200	#FIELD!	20061121	20190423
14480	99999	OKSOY FYR	NO		58.067	8.050	#FIELD!	19490101	20190423
14490	99999	GJERSTAD	NO		58.867	9.033	#FIELD!	20120105	20190423
14500	99999	MOSSTRAND II	NO		59.833	8.183	#FIELD!	19730101	20190423
14520	99999	KJEVIK	NO	ENCN	58.204	8.085	#FIELD!	19400501	20190423
14530	99999	HYNNEKLEIV	NO		58.600	8.417	#FIELD!	20120105	20190423
14550	99999	TVEITSUND	NO		59.033	8.517	#FIELD!	19730101	20190423
14590	99999	NELAUG	NO		58.650	8.633	#FIELD!	19730101	20190423
14600	99999	GULLHOLMEN	NO		59.433	10.583	#FIELD!	20121102	20190423
14610	99999							19730101	19740930
14611	99999	GAUSTATOPPEN	NO		59.850	8.650	#FIELD!	20140605	20181022
14620	99999	PORSGRUNN	NO		59.083	9.667	#FIELD!	20130729	20190423
14630	99999	AS	NO		59.650	10.767	#FIELD!	20110929	20190423
14640	99999	LANDVIK	NO		58.333	8.517	#FIELD!	20110928	20190423
14650	99999	TORUNGEN FYR	NO		58.400	8.783	#FIELD!	19730101	20190423
14660	99999	KJELLER AP	NO		59.967	11.033	#FIELD!	20110928	20190423
14670	99999	LYNGOR FYR	NO		58.633	9.150	#FIELD!	19730101	20190423
14680	99999	KONGSVINGER	NO		60.183	12.000	#FIELD!	20061003	20190423
14690	99999	HONEFOSS-HOYBY	NO		60.167	10.250	#FIELD!	20050719	20190423
14700	99999	GVARV	NO		59.383	9.200	#FIELD!	19730101	20190423
14703	99999	NOTODDEN	NO	ENNO	59.566	9.212	#FIELD!	19901019	20190423
14710	99999	VEGGLI II	NO		60.050	9.150	#FIELD!	20061003	20190423
14730	99999	KONGSBERG BRANNSTASJON	NO		59.617	9.633	#FIELD!	20040510	20190423
14740	99999	LYNGDAL I NUMEDAL	NO		59.900	9.533	#FIELD!	19730101	20060831
14750	99999	SKIEN-GEITERYGGEN	NO	ENSN	59.183	9.567	#FIELD!	19850717	20041230
14760	99999	JOMFRULAND FYR	NO		58.850	9.550	#FIELD!	19730101	20190423
14770	99999	KONNERUD	NO		59.717	10.150	#FIELD!	19730101	20190423
14771	99999	KONGSBERG IV	NO		59.667	9.650	#FIELD!	19960101	19961231
14780	99999	SVENNER LH	NO		58.967	10.150	#FIELD!	19730101	20190423
14800	99999	DRAMMEN BERSKOG	NO		59.750	10.133	#FIELD!	20050218	20190423
14810	99999	MELSOM	NO		59.233	10.350	#FIELD!	19740519	20190423
14820	99999	FERDER LH	NO		59.033	10.517	#FIELD!	19310101	20190423
14825	99999	TORP	NO	ENTO	59.187	10.259	#FIELD!	19960101	20190423
14830	99999	TORP	NO		59.183	10.267	#FIELD!	19730101	20190423
14840	99999	AURSKOG	NO		59.917	11.583	#FIELD!	19730101	20190423
14843	99999	OSEBERG	NO	ENOA	59.317	10.450	#FIELD!	19901019	20190423
14850	99999	DANDE-GALLEBERG	NO		59.617	10.217	#FIELD!	20110928	20190423
14860	99999	ASKER	NO		59.850	10.433	#FIELD!	20040510	20190423
14870	99999	ALNA	NO		59.933	10.833	#FIELD!	20040924	20150601
14880	99999	HAKADAL	NO		60.117	10.833	#FIELD!	19400407	20190423
14881	99999	STATFJORD B OIL PLATFORM	NO	ENFB	61.206	1.829	#FIELD!	20101123	20190423
14882	99999	OSLO/FORNEBU	NO		59.900	10.617	#FIELD!	19960101	19961231
14890	99999	BJORNHOLT	NO		60.050	10.683	#FIELD!	20110928	20190423
14900	99999	TRYVANNSHOGDA	NO		59.983	10.683	#FIELD!	19730101	20190423
14920	99999	OSLO-BLINDERN	NO		59.950	10.717	#FIELD!	19730803	20190423
14930	99999	SARPSBORG	NO		59.283	11.117	#FIELD!	20040510	20190423
14940	99999	RYGGE	NO	ENRY	59.379	10.786	#FIELD!	19730101	20190423
14950	99999	STROMTANGEN FYR	NO		59.150	10.833	#FIELD!	20040406	20190423
14960	99999	HOLAND-FOSSER	NO		59.817	11.483	#FIELD!	19730101	20071020
14965	99999							19750426	19750514
14970	99999	PRESTEBAKKE	NO		59.000	11.533	#FIELD!	19730101	20100409
14980	99999	MAGNOR	NO		59.967	12.217	#FIELD!	19830101	20050831
14981	99999							19730101	19780221
14983	99999	STATFJORD OIL RIG &	NO					19821204	19841127
14990	99999	VAEROY	NO					19860916	19900322
14993	99999	VAEROY	NO	ENVY				19880105	19900716
15000	99999	RAKKESTAD	NO		59.383	11.383	#FIELD!	20090708	20091216
20001	99999	LJUNGBYHED	SW	ESTL	56.083	13.213	#FIELD!	20040510	20190423
20120	99999	RITSEM	SW		67.733	17.467	#FIELD!	19810801	20050924
20130	99999	RITSEM	SW		67.733	17.467	#FIELD!	20010601	20190423
20180	99999	SUORVA	SW		67.533	18.233	#FIELD!	19350101	19381231
20190	99999	KATTERJAKK A	SW		68.417	18.167	#FIELD!	20081027	20190423
20200	99999	KATTERJAKK	SW		68.417	18.167	#FIELD!	19770701	20190401
20220	99999	ABISKO	SW		68.350	18.817	#FIELD!	20011107	20051228
20230	99999	TORNEHAMN (AUT)	SW		68.433	18.633	#FIELD!	19860427	20050526
20240	99999	STORA SJOFALLET	SW		67.500	18.300	#FIELD!	20010601	20190423
20260	99999	ALUOKTA	SW		67.317	18.883	#FIELD!	20021023	20050930
20290	99999	TARFALA	SW		67.917	18.600	#FIELD!	20010601	20190423
20310	99999	RENSJON	SW		68.067	19.833	#FIELD!	20010601	20190423
20320	99999	TORNETRASK LAKE	SW		68.217	19.717	#FIELD!	19770701	20030909
20360	99999	NIKKALUOKTA	SW		67.850	19.033	#FIELD!	19770701	20190423
20380	99999	LATNIVAARA	SW		67.250	20.267	#FIELD!	20010601	20190423
20430	99999	ESRANGE	SW		67.933	21.067	#FIELD!	19940301	19990630
20440	99999	KIRUNA	SW	ESNQ	67.822	20.337	#FIELD!	19770701	20190423
20450	99999	KIRUNA-SOL	SW		67.833	20.417	#FIELD!	19950401	20030922
20480	99999	MALMBERGET	SW		67.167	20.667	#FIELD!	19350101	19910505
20490	99999	GALLIVARE	SW	ESNG	67.132	20.815	#FIELD!	19790803	20190423
20500	99999	RIKSGRANSEN	SW		68.417	18.117	#FIELD!	19350101	19770630
20510	99999	KARESUANDO	SZ		68.450	22.500	#FIELD!	19550101	19591231
20520	99999	KVIKKJOKK         &	SW		66.950	17.750	#FIELD!	19550101	19770630
20530	99999	MALMBERGET	SW		67.133	20.667	#FIELD!	19550101	19770630
20540	99999	NEDRE SOPPERO	SW		68.050	21.750	#FIELD!	19550101	20160421
20550	99999	NAIMAKKA	SW		68.683	21.533	#FIELD!	19730101	20190423
20560	99999	STENSELE	SZ		65.067	17.167	#FIELD!	19550101	19591231
20570	99999	KALLAX/LULEA (AFB)	SW	ESPA	65.550	22.133	#FIELD!	19550101	19770630
20580	99999	HAPARANDA         &	SW		65.833	24.150	#FIELD!	19730101	19770630
20590	99999	GADDEDE	SW		64.500	14.133	#FIELD!	19550101	19770630
20600	99999	NAIMAKKA	SW		68.683	21.533	#FIELD!	19550101	20041021
20620	99999	OSTERSUND FROSON AB	SW		63.183	14.500	#FIELD!	19550101	19770630
20630	99999	ASELE	SW		64.167	17.367	#FIELD!	19550101	19770630
20640	99999	SAITTAROVA	SW		67.333	22.233	#FIELD!	19730101	20190423
20650	99999	SVEG              &	SW		62.033	14.367	#FIELD!	19550101	19770630
20660	99999	SUNDSVALL/HARNOSAND	SW	ESNN	62.533	17.450	#FIELD!	19550101	19770630
20670	99999	SARNA	SW		61.683	13.133	#FIELD!	19550103	19770630
20680	99999	DELSBO	SW		61.800	16.567	#FIELD!	19350101	19770630
20690	99999	SODERHAMN (SWE-AFB)	SW	ESCL	61.267	17.100	#FIELD!	19550101	19770630
20700	99999	GUSTAVSFORS       &	SW		60.150	13.800	#FIELD!	19730101	19770630
20710	99999	NORRKOPING-SOL	SW		58.583	16.150	#FIELD!	19550101	19591231
20711	99999	BORLANGE	SW		60.417	15.517	#FIELD!	19730101	19730121
20720	99999	PARKALOMPOLO	SW		67.733	22.833	#FIELD!	20010601	20190423
20730	99999	KARLSTAD          &	SW	ESSQ	59.367	13.467	#FIELD!	19550101	19770630
20740	99999	OREBRO/EKEBY	SW		59.267	15.333	#FIELD!	19730101	19770630
20750	99999	VASTERAS/HASSLO AFB	SW	ESCD	59.583	16.633	#FIELD!	19730101	19770630
20760	99999	UPPSALA           &	SW	ESCM	59.883	17.600	#FIELD!	19730101	19770630
20770	99999	STOCKHOLM/BROMMA  &	SW	ESSB	59.350	17.950	#FIELD!	19550101	19770630
20790	99999	SATENAS (SWE-AFB)	SW	ESIB	58.433	12.700	#FIELD!	19730101	19770630
20800	99999	KARESUANDO	SW		68.450	22.450	#FIELD!	19350101	20120831
20810	99999	KARESUANDO	SW		68.450	22.450	#FIELD!	19550101	20190423
20820	99999	LANDSORT          &	SW		58.750	17.867	#FIELD!	19730101	19770630
20830	99999	GOTSKA SANDON     &	SW		58.400	19.200	#FIELD!	19730101	19770630
20840	99999	LANNAVAARA        &	SW		68.050	22.000	#FIELD!	19550101	20040507
20850	99999	RANGEDALA (AUTO)	SW		57.717	13.117	#FIELD!	19730101	19770630
20860	99999	LAINIO	SW		67.767	22.350	#FIELD!	19550101	20050317
20870	99999	JONKOPING         &	SW	ESSJ	57.767	14.083	#FIELD!	19550101	19770630
20880	99999	KOMPELUSVAARA	SW		67.083	22.217	#FIELD!	19730101	20020521
20890	99999	OLANDS NORRA UDDE &	SW		57.367	17.100	#FIELD!	19730101	19770630
20900	99999	VISBY             &	SW	ESSV	57.667	18.350	#FIELD!	19550101	19770630
20910	99999	VISBY-SOL	SW		57.667	18.350	#FIELD!	19730101	19770630
20920	99999	MUODOSLOMPOLO	SW		67.950	23.467	#FIELD!	19730101	20040917
20930	99999	VAXJO             &	SW		56.867	14.800	#FIELD!	19730101	19770630
20940	99999	UNGSKAR	SW		56.033	15.800	#FIELD!	19550101	19770630
20950	99999	PAJALA	SW		67.200	23.383	#FIELD!	19550101	20190423
20960	99999	PAJALA	SW		67.217	23.400	#FIELD!	19550101	20080218
20970	99999	MALMO /BULLTOFTON	SZ		55.600	13.067	#FIELD!	19550101	19740702
20980	99999	MALMO/STURUP	SW	ESMS	55.550	13.367	#FIELD!	19730101	19770630
20990	99999	YSTAD             &	SW		55.433	13.833	#FIELD!	19730101	19770630
21000	99999	NAIMAKKA	SW		68.683	21.533	#FIELD!	19730101	19770630
21010	99999	HEMAVAN	SW	ESUT	65.806	15.083	#FIELD!	19730102	20190423
21020	99999	STEKENJOKK	SW		65.100	14.517	#FIELD!	19581101	20190423
21030	99999	HEMAVAN-GIEREVARTO	SW		65.783	15.067	#FIELD!	19871118	20190423
21040	99999	HEMAVAN	SW		65.817	15.083	#FIELD!	19770701	20080218
21050	99999	ABELVATTNET	SW		65.533	14.983	#FIELD!	19730101	20040221
21060	99999	JOKKMOKK (SWE-AFB)	SW		66.600	19.833	#FIELD!	19730101	19770630
21080	99999	KLIMPFJALL	SW		65.067	14.800	#FIELD!	19770701	20050921
21090	99999	ABRAUR	SW		65.900	19.100	#FIELD!	19730102	19770630
21100	99999	GIELAS	SW		65.333	15.067	#FIELD!	19870518	20190423
21110	99999	VIDSEL (SWE-AFB)	SW	ESPE	65.867	20.133	#FIELD!	19730102	19770630
21120	99999	SYLARNA	SW		63.050	12.267	#FIELD!	19770701	20040821
21140	99999	NORRAKER	SW		64.450	15.600	#FIELD!	19750807	19770630
21150	99999	STORLIEN-VISJOVALE&	SW		63.300	12.133	#FIELD!	19550101	19770630
21160	99999	MORSIL	SW		63.317	13.650	#FIELD!	19730101	20050221
21170	99999	NORDMALING	SW		63.567	19.500	#FIELD!	19550101	19770630
21180	99999	DIKANAS/SKANSNAS	SW		65.317	16.033	#FIELD!	19730101	20050121
21190	99999	KVIKKJOKK ARRENJARKA	SW		66.883	18.017	#FIELD!	19730101	20190423
21200	99999	KVIKKJOKK-ARRENJARKA	SW		66.883	18.017	#FIELD!	19350101	20130331
21205	99999	STORUMAN	SW		64.950	17.700	#FIELD!	20050419	20190423
21210	99999	MIERKENIS	SW		66.683	16.117	#FIELD!	20010601	20190423
21220	99999	STENUDDEN	SW		66.533	17.667	#FIELD!	19790802	20040321
21230	99999	JAKKVIK	SW		66.317	17.100	#FIELD!	19730101	20160421
21240	99999	ARJEPLOG	SW		66.050	17.833	#FIELD!	19770405	20190423
21250	99999	OSTMARK	SW		60.317	12.700	#FIELD!	19730101	19770630
21260	99999	GUNNARN	SW		65.017	17.700	#FIELD!	19730101	20081231
21270	99999	STENSELE	SW		65.067	17.167	#FIELD!	19310103	20050823
21280	99999	GUNNARN	SW	ESPD	65.000	17.700	#FIELD!	19730101	20130402
21290	99999	GUNNARN SOL (AUT)	SW		64.967	17.700	#FIELD!	19730101	19861125
21300	99999	ROPARUDDEN	SW		66.483	16.417	#FIELD!	19730101	20160421
21310	99999	ARVIKA	SW		59.667	12.583	#FIELD!	19730101	19770630
21330	99999	SNAVLUNDA	SW		58.967	14.900	#FIELD!	19730101	19770630
21350	99999	BURESJON	SW		65.567	17.867	#FIELD!	19730101	20190423
21360	99999	STORBERG	SW		65.500	18.950	#FIELD!	20030519	20040829
21380	99999	GRUNDKALLEN	SW		60.500	18.867	#FIELD!	19730101	19770630
21410	99999	TJAKAAPE	SW		66.317	19.217	#FIELD!	19730101	20190423
21420	99999	JOKKMOKK	SW	ESNJ	66.496	20.147	#FIELD!	19770701	20000510
21430	99999	PALJAMYREN	SW		66.217	19.133	#FIELD!	19730101	20030731
21440	99999	ABRAUR	SW		65.983	18.933	#FIELD!	19770701	20040626
21450	99999	TELLEJAUR	SW		66.150	19.633	#FIELD!	20030725	20040322
21460	99999	VAJMAT	SW		66.500	19.683	#FIELD!	20010701	20160421
21470	99999	MALA-BRANNAN	SW		65.150	18.600	#FIELD!	19730101	20190423
21480	99999	NORRKOPING/BRAVALLA	SW	ESCK	58.617	16.117	#FIELD!	19730101	19770630
21490	99999	ARVIDSJAUR	SW		65.600	19.267	#FIELD!	20010701	20190423
21500	99999	NYKOPING/SKAVST AFB	SW	ESCJ	58.783	16.917	#FIELD!	19730101	19770630
21510	99999	JOKKMOKK FPL	SW		66.483	20.167	#FIELD!	19730101	20190423
21520	99999	SUDOK	SW		66.300	20.417	#FIELD!	19730101	20050919
21540	99999	VIDSEL	SW	ESPE	65.875	20.150	#FIELD!	19770701	20190423
21550	99999	HAGSHULT (SWE-AFB)	SW	ESMV	57.300	14.133	#FIELD!	19550101	19770630
21560	99999	STENSJON (AUT)	SW		63.967	13.717	#FIELD!	19770701	20031028
21580	99999	FALLFORS	SW		65.133	20.783	#FIELD!	19790726	20020807
21590	99999	FALLFORS	SW	ESUF	65.120	20.770	#FIELD!	19960801	20050629
21600	99999	NATTAVAARA	SW		66.750	21.050	#FIELD!	20010829	20050307
21610	99999	NATTAVAARA	SW		66.750	20.933	#FIELD!	19730101	20190423
21620	99999	MARKARYD	SW		56.467	13.650	#FIELD!	19730101	19770630
21630	99999	LJUNGBYHED(SWE-AFB)	SW	ESDA	56.083	13.233	#FIELD!	19730101	19770630
21640	99999	PALKEM	SW		66.383	21.633	#FIELD!	19730501	20030719
21660	99999	RONNEBY (SWE-AFB)	SW	ESDF	56.267	15.283	#FIELD!	19730101	19770630
21670	99999	FALSTERBO (LGT-H)	SW		55.383	12.817	#FIELD!	19730101	19770630
21690	99999	HEDEN	SW	ESPJ	65.867	21.450	#FIELD!	20020530	20020801
21700	99999	SAVAST	SW		65.750	21.767	#FIELD!	20101117	20160421
21710	99999	BODEN	SW		65.817	21.633	#FIELD!	19790802	20190423
21720	99999	ALVSBYN	SW		65.683	20.967	#FIELD!	19790710	19791123
21730	99999	ALVSBYN	SW		65.667	21.067	#FIELD!	20010701	20190423
21740	99999	LAKATRASK	SW		66.283	21.133	#FIELD!	20010701	20190423
21760	99999	PITE-RONNSKAR	SW		65.033	21.567	#FIELD!	19970901	20190423
21810	99999	OVERKALIX SVARTBYN	SW		66.267	22.850	#FIELD!	19960801	20190423
21820	99999	OVERKALIX	SW		66.267	22.833	#FIELD!	19790803	20020602
21830	99999	LULEA-SOL	SW		65.550	22.117	#FIELD!	20040802	20041020
21840	99999	PAHAROVA	SW		66.817	22.333	#FIELD!	20010701	20190423
21850	99999	LULEA-KALLAX	SW		65.550	22.133	#FIELD!	20010402	20011008
21860	99999	KALLAX	SW	ESPA	65.544	22.122	#FIELD!	19770701	20190423
21880	99999	RODKALLEN	SW		65.317	22.383	#FIELD!	19730101	20190423
21900	99999	KORPILOMBOLO	SW		66.850	23.033	#FIELD!	20010716	20040402
21910	99999	STORON	SW		65.700	23.100	#FIELD!	20010701	20190423
21960	99999	HAPARANDA	SW		65.833	24.150	#FIELD!	19310101	20121231
21970	99999	HAPARANDA	SW		65.817	24.117	#FIELD!	20081027	20190423
21990	99999	YLINENJARVI	SW		66.617	23.467	#FIELD!	20010701	20190423
22000	99999	EDEVIK	SW		63.983	12.867	#FIELD!	19770701	20041225
22020	99999	TORNETRASK LAKE	SW		68.217	19.717	#FIELD!	19730101	19770630
22040	99999	NIKKALUOKTA	SW		67.850	19.033	#FIELD!	19730101	19770630
22060	99999	STORLIEN-STORVALLEN	SW		63.283	12.133	#FIELD!	19350101	20130228
22070	99999	STORLIEN-VISJOVALEN A	SW		63.283	12.117	#FIELD!	19730101	20190423
22090	99999	SYLARNA	SW		63.050	12.283	#FIELD!	19730101	20190423
22100	99999	BLAHAMMAREN	SW		63.183	12.167	#FIELD!	20100920	20190423
22120	99999							19740519	19740519
22150	99999	ARESKUTAN	SW		63.433	13.083	#FIELD!	19970901	20040822
22160	99999	MATTMAR	SW		63.300	13.883	#FIELD!	19730101	20160421
22170	99999	ARE	SW		63.367	13.167	#FIELD!	20010701	20160421
22180	99999	MORSIL	SW		63.317	13.650	#FIELD!	19730105	20050924
22190	99999	GADDEDE A	SW		64.500	14.217	#FIELD!	20080301	20190423
22210	99999	KORSVATTNET	SW		63.833	13.500	#FIELD!	19971201	20190423
22220	99999	GADDEDE	SW		64.500	14.167	#FIELD!	19770701	20080218
22230	99999	STEMSJON (AUT)	SW		63.967	13.717	#FIELD!	19730101	19770630
22240	99999	FOLLINGE-VAGSKALET	SW		63.767	14.433	#FIELD!	20020609	20020609
22260	99999	OSTERSUND	SW	ESNZ	63.200	14.500	#FIELD!	19350101	20190423
22271	99999	KALIX	SW		65.850	23.133	#FIELD!	20070307	20070307
22280	99999	EDEVIK	SW		64.050	12.950	#FIELD!	19730101	19770630
22290	99999	OSTERSUND-SOL	SW		63.200	14.483	#FIELD!	19970901	20050729
22300	99999	GUBBHOGEN	SW		64.217	15.550	#FIELD!	19730101	20190423
22310	99999	FOLLINGE	SW		63.683	14.600	#FIELD!	20010701	20190423
22320	99999	NORRAKER	SW		64.433	15.633	#FIELD!	19770701	20040903
22330	99999	SAXNAS	SW		64.967	15.383	#FIELD!	20010701	20160421
22340	99999	STROMSUND	SW		63.867	15.583	#FIELD!	19790105	19951130
22360	99999	HALLHAXASEN	SW		63.767	15.333	#FIELD!	19770701	20190423
22420	99999	HOTING	SW		64.083	16.233	#FIELD!	19730101	20190423
22430	99999	JUNSELE	SW		63.683	16.950	#FIELD!	19730101	20190408
22440	99999	JUNSELE	SW		63.683	16.950	#FIELD!	19960201	20080218
22450	99999	VILHELMINA	SW		64.583	16.850	#FIELD!	19960801	20190423
22455	99999	LYCKSELE	SW	ESNL	64.548	18.716	#FIELD!	19980408	20190423
22470	99999	KRANGEDE	SW		63.150	16.167	#FIELD!	19730101	20190423
22480	99999	KRANGEDE	SW		63.167	16.167	#FIELD!	19770704	20050218
22510	99999	STORSJO KAPELL	SW		62.800	13.067	#FIELD!	19730101	19770630
22520	99999	IDVATTNET	SW		64.450	17.083	#FIELD!	19830201	20040922
22540	99999	ASELE	SW		64.167	17.317	#FIELD!	19770701	20190423
22550	99999	FRANSTA	SW		62.500	16.183	#FIELD!	19730101	19770630
22560	99999	RISTRASK	SW		64.733	17.400	#FIELD!	20010701	20160421
22570	99999	FLOTNINGEN	SW		61.850	12.267	#FIELD!	19730101	19770630
22580	99999	VINDEL-BJORKHEDEN	SW		65.817	16.717	#FIELD!	20011104	20041216
22590	99999	KRAMFORS SOLLEFTEA	SW	ESNK	63.049	17.769	#FIELD!	19770701	20190423
22600	99999	VASTMARKUM	SW		63.133	18.250	#FIELD!	19730101	20190423
22610	99999	LYCKSELE	SW		64.550	18.717	#FIELD!	19730101	20190423
22620	99999	VUOGGATJALME	SW		66.567	16.350	#FIELD!	19730101	20040306
22630	99999	FREDRIKA	SW		64.083	18.367	#FIELD!	20010701	20190423
22640	99999	FREDRIKA	SW		64.083	18.417	#FIELD!	19730101	20021028
22650	99999	HEMLING	SW		63.650	18.550	#FIELD!	20010701	20190423
22660	99999	VILHELMINA (AUTO)	SW		64.583	16.850	#FIELD!	20020608	20020608
22670	99999	ORNSKOLDSVIK	SW	ESNO	63.408	18.990	#FIELD!	19790802	20190423
22690	99999	SKAGSUDDE	SW		63.183	19.017	#FIELD!	19960801	20190423
22700	99999	NORSJO	SW		64.917	19.467	#FIELD!	20010614	20030914
22710	99999	NORSJO	SW		64.933	19.383	#FIELD!	20010701	20190423
22740	99999	VINDELN	SW		64.217	19.717	#FIELD!	19960501	20000509
22760	99999	NORDMALING	SW		63.567	19.500	#FIELD!	19770701	19870423
22780	99999	KRANGEDE (AUTO)	SW		63.150	16.167	#FIELD!	19770701	20041015
22790	99999	SKILLINGMARK	SW		59.867	11.967	#FIELD!	19730101	19770630
22800	99999	BLOMSKOG	SW		59.283	12.050	#FIELD!	19730101	19770630
22810	99999	AMAL	SW		59.050	12.700	#FIELD!	19730101	19770630
22820	99999	PETISTRASK	SW		64.567	19.700	#FIELD!	20010701	20190423
22830	99999	UMEA-SOL	SW		63.817	20.233	#FIELD!	19840712	19840712
22840	99999	JARNASKLUBB	SW		63.433	19.683	#FIELD!	19730101	20190423
22860	99999	UMEA	SW	ESNU	63.792	20.283	#FIELD!	19770701	20190423
22861	99999	SODERHAMN	SW	ESCL	61.267	17.100	#FIELD!	19960101	20120103
22870	99999	HOLMON	SW		63.800	20.867	#FIELD!	20050724	20190423
22880	99999	HOLMOGADD	SW		63.600	20.750	#FIELD!	19350101	20080111
22890	99999	SYDOSTBROTTEN (LH)	SW		63.333	20.183	#FIELD!	19730101	20010920
22900	99999	FURUOGRUND        &	SW		64.917	21.233	#FIELD!	19750210	20030114
22920	99999	HOKMARKSBERGET	SW		64.433	21.283	#FIELD!	20010701	20160421
22930	99999	SKELLEFTEA	SW	ESNS	64.625	21.077	#FIELD!	19790802	20190423
22960	99999	BJUROKLUBB (LGT-H)	SW		64.483	21.583	#FIELD!	19350101	20031222
22970	99999	BJUROKLUBB	SW		64.483	21.583	#FIELD!	20010601	20190423
22980	99999	SVARTEBORG	SW		58.567	11.550	#FIELD!	19730101	19770630
23000	99999	FJALLNAS	SW		62.583	12.217	#FIELD!	20020523	20060102
23020	99999	STORBO	SW		61.833	12.283	#FIELD!	20010701	20160421
23030	99999	FLATRUET	SW		62.733	12.733	#FIELD!	20010701	20160421
23040	99999	FLOTNINGEN	SW		61.850	12.267	#FIELD!	19770701	20040123
23050	99999	NASHUVUD	SW		58.900	13.250	#FIELD!	19730101	19770630
